account_id,account_age_days,monthly_txn_count,avg_txn_amount,inward_txn_count,outward_txn_count,inward_amount,outward_amount,unique_senders,unique_receivers,cash_withdrawal_count,rapid_transfer_count,night_txn_ratio,new_beneficiary_count,geo_change_count,failed_login_count,device_change_count,balance_velocity,label
ACC00239,542,15,1673.96,9,6,17784.51,11828.69,9,6,1,2,0.0664,1,2,5,0,0.2097,0
ACC00240,1497,84,4952.59,36,48,230694.86,215503.56,15,19,2,2,0.126,1,1,1,1,0.2722,0
ACC00241,412,50,1743.94,30,20,55703.27,35558.72,14,13,0,1,0.0231,1,1,2,1,0.5216,0
ACC00242,314,64,6202.62,40,24,248098.42,193182.81,15,15,2,1,0.1309,1,0,1,0,0.2018,0
ACC00243,134,304,19639.75,238,66,4151904.91,1592323.0,206,54,14,118,0.5622,30,11,2,8,0.8319,1
ACC00244,944,56,3756.46,20,36,82585.47,132110.13,2,27,1,2,0.0639,0,0,2,0,0.4367,0
ACC00245,356,28,3071.94,14,14,43199.0,36274.54,7,2,1,2,0.1513,0,0,2,1,0.431,0
ACC00246,1057,47,2693.78,27,20,94769.49,61000.36,18,7,1,2,0.064,1,1,1,0,0.3626,0
ACC00247,756,31,1702.95,19,12,36728.45,16533.16,6,12,2,1,0.046,1,1,1,0,0.2944,0
ACC00248,420,42,1607.11,15,27,20404.18,41785.99,5,15,2,1,0.0364,1,0,1,0,0.3586,0
ACC00249,3132,29,683.8,17,12,12089.94,9054.79,17,4,4,5,0.0335,1,0,1,1,0.2104,0
ACC00250,87,218,21979.95,141,77,3302217.84,1756064.46,117,63,7,76,0.5009,22,4,4,3,0.6651,1
ACC00251,1005,20,3742.51,11,9,48481.71,41535.17,2,2,2,1,0.079,4,0,0,1,0.145,0
ACC00252,2531,53,2060.44,30,23,74976.18,42242.43,12,16,2,2,0.0204,0,1,4,0,0.0752,0
ACC00253,1196,15,1139.91,6,9,6196.56,12138.87,2,9,2,4,0.0158,0,0,1,1,0.2178,0
ACC00254,437,38,3517.4,13,25,46018.16,76763.58,9,19,2,1,0.1135,2,0,0,0,0.3436,0
ACC00255,548,45,1670.27,17,28,27697.43,44744.9,15,16,3,2,0.0679,4,0,0,1,0.1171,0
ACC00256,651,64,5073.51,25,39,125919.87,215088.56,11,14,1,0,0.0535,0,0,0,0,0.2697,0
ACC00257,3041,18,5761.53,8,10,56714.16,59653.42,8,3,2,3,0.0143,0,0,1,0,0.2576,0
ACC00258,322,157,9555.46,83,74,863865.13,737324.58,83,54,12,58,0.5994,30,7,0,12,0.9506,1
ACC00259,847,142,3760.78,62,80,247455.44,224344.68,23,37,1,3,0.0493,5,1,1,1,0.1308,0
ACC00260,644,29,3197.06,13,16,42504.29,45636.18,2,3,0,1,0.0921,3,0,1,0,0.0947,0
ACC00261,1393,45,2170.07,28,17,70873.48,36311.82,18,17,2,7,0.0401,3,0,3,0,0.2089,0
ACC00262,1378,56,6832.36,34,22,204244.36,120785.8,18,9,1,3,0.0177,0,0,1,1,0.3815,0
ACC00263,365,11,1999.07,4,7,6350.79,14884.73,2,2,2,1,0.0868,3,0,0,0,0.3608,0
ACC00264,182,161,10045.55,128,33,1494606.22,345521.12,93,33,11,56,0.2228,25,2,3,6,0.9566,1
ACC00265,211,397,14739.58,227,170,4062296.9,2268152.48,174,170,14,179,0.3967,22,5,2,4,0.9053,1
ACC00266,101,177,9910.18,131,46,1540698.9,565886.07,131,43,16,56,0.1937,30,5,5,3,0.7031,1
ACC00267,1410,44,2398.07,22,22,54401.13,67315.46,11,16,3,4,0.0736,0,0,2,0,0.28,0
ACC00268,1748,86,5865.03,53,33,326548.13,147154.29,22,23,1,1,0.0307,0,0,0,2,0.2773,0
ACC00269,492,139,16799.38,88,51,1444573.06,741035.46,71,45,13,50,0.3491,19,5,5,5,0.9562,1
ACC00270,685,52,1716.96,25,27,39904.31,40908.24,13,15,1,5,0.0916,2,1,1,0,0.2919,0
ACC00271,76,438,5649.71,279,159,1919242.35,937620.62,236,136,20,180,0.2395,22,8,3,5,0.8732,1
ACC00272,371,515,9597.38,313,202,3527786.86,2286780.37,278,196,14,194,0.4566,28,6,4,2,0.9774,1
ACC00273,173,66,10196.51,49,17,457068.07,203788.46,49,5,14,17,0.2698,33,6,6,6,0.8928,1
ACC00274,867,24,3489.83,12,12,55962.58,46364.06,3,7,1,3,0.072,1,2,2,3,0.3136,0
ACC00275,951,12,1729.35,4,8,8696.36,15536.61,2,8,0,0,0.0402,0,1,1,1,0.4213,0
ACC00276,668,56,1074.47,31,25,38243.76,18911.2,21,12,1,0,0.0415,2,1,1,0,0.5768,0
ACC00277,417,76,10934.43,48,28,486455.39,358460.82,26,26,0,2,0.0516,1,1,2,2,0.3657,0
ACC00278,309,47,2287.77,21,26,43849.8,63404.07,2,10,2,1,0.0809,1,0,2,0,0.2038,0
ACC00279,456,91,3262.86,46,45,127359.35,146061.17,15,26,0,1,0.029,2,1,1,2,0.1505,0
ACC00280,50,214,32867.49,161,53,6227509.91,1986294.12,132,46,15,83,0.5057,25,9,3,6,0.9166,1
ACC00281,159,159,29345.64,120,39,2997190.67,1046038.62,107,39,12,66,0.3521,28,6,4,9,0.9017,1
ACC00282,527,35,2580.87,18,17,54702.46,31073.98,7,5,2,4,0.025,1,1,0,0,0.1506,0
ACC00283,1510,44,3207.87,20,24,57549.61,89180.94,7,8,2,0,0.1197,0,2,3,1,0.2833,0
ACC00284,986,263,11942.16,152,111,2041332.01,1601672.56,103,93,9,96,0.5626,35,1,6,6,0.8644,1
ACC00285,1069,33,1317.06,18,15,28067.85,25615.44,11,6,1,1,0.0045,3,1,0,4,0.0897,0
ACC00286,2761,54,2527.55,21,33,45058.9,82093.06,12,20,4,2,0.038,1,1,0,4,0.3717,0
ACC00287,547,64,1352.91,36,28,48632.44,33752.72,12,12,1,3,0.0758,1,1,1,0,0.1696,0
ACC00288,1119,39,539.94,21,18,10941.03,10423.77,8,11,1,0,0.051,1,0,1,2,0.4,0
ACC00289,869,34,2096.89,22,12,37222.55,30663.27,8,5,2,2,0.0575,1,1,1,0,0.539,0
ACC00290,447,331,17912.56,206,125,3945020.23,1964619.01,180,98,12,122,0.3699,34,7,6,4,0.7851,1
ACC00291,1439,52,3842.59,23,29,80603.52,117383.17,2,18,3,0,0.0314,2,0,1,1,0.2612,0
ACC00292,1856,117,5584.1,45,72,320180.1,301004.68,20,33,6,2,0.0143,1,1,1,0,0.1402,0
ACC00293,199,105,29481.48,69,36,2175538.49,1040748.33,63,36,9,40,0.4941,21,5,9,3,0.9295,1
ACC00294,103,68,13259.58,42,26,594920.54,422767.18,31,26,17,26,0.6176,27,3,8,4,0.6706,1
ACC00295,1199,58,2191.8,28,30,62130.89,71761.93,9,23,1,0,0.0229,0,0,1,1,0.2643,0
ACC00296,1786,61,3355.3,26,35,66780.52,100846.75,12,18,3,4,0.0875,1,0,1,2,0.174,0
ACC00297,1557,46,2522.07,20,26,44479.57,78955.92,10,13,3,2,0.057,1,0,0,1,0.1556,0
ACC00298,1184,188,2582.34,119,69,238039.13,146642.41,50,40,0,1,0.0185,2,2,3,2,0.258,0
ACC00299,2086,59,8669.68,30,29,199501.53,263377.86,14,15,2,3,0.04,4,0,1,0,0.2016,0
ACC00300,131,434,12533.0,332,102,5083362.87,1333073.82,277,102,12,151,0.608,24,6,4,1,0.8477,1
ACC00301,488,122,12562.02,64,58,943424.99,692198.45,49,41,15,38,0.439,27,7,3,7,0.9356,1
ACC00302,537,460,24539.18,362,98,7940405.34,2590466.96,321,89,16,187,0.2233,27,2,9,4,0.6807,1
ACC00303,92,220,6786.56,121,99,797960.83,664704.63,92,82,14,81,0.5553,17,6,8,5,0.6822,1
ACC00304,1924,54,5454.59,26,28,115757.7,157955.43,9,21,0,1,0.0288,0,0,2,1,0.2255,0
ACC00305,1419,32,3192.67,13,19,54533.22,49898.63,2,7,6,3,0.066,0,3,2,0,0.3369,0
ACC00306,169,210,7511.64,158,52,1104662.75,446843.08,154,44,11,76,0.6111,23,7,9,3,0.7134,1
ACC00307,2257,55,6022.62,27,28,197536.14,215760.83,16,13,3,6,0.0234,2,1,0,1,0.0972,0
ACC00308,482,52,3325.53,32,20,143062.16,51442.32,7,16,1,1,0.05,2,0,2,0,0.2219,0
ACC00309,85,258,14308.97,201,57,2931476.26,737505.14,152,46,15,99,0.3457,21,3,6,3,0.937,1
ACC00310,540,21,4140.33,12,9,54538.12,44583.71,8,2,2,3,0.0411,2,0,1,0,0.2988,0
ACC00311,178,26,2490.07,12,14,34682.63,27513.44,7,7,2,3,0.0336,2,0,1,1,0.1034,0
ACC00312,1111,15,837.16,9,6,9342.59,3542.77,5,2,2,5,0.1228,0,0,1,1,0.2766,0
ACC00313,1754,45,2597.73,21,24,72436.49,51659.25,2,9,2,2,0.0584,4,1,2,1,0.0358,0
ACC00314,1685,18,1265.96,8,10,9949.73,15826.35,3,4,1,2,0.0163,1,0,0,2,0.3157,0
ACC00315,121,139,21221.17,110,29,2198363.08,688148.84,77,29,15,66,0.3317,26,10,6,3,0.842,1
ACC00316,238,224,32865.3,169,55,5420572.86,1635305.18,128,55,12,83,0.3381,15,12,7,4,0.7952,1
ACC00317,1621,65,3285.92,34,31,118041.93,128082.66,16,8,0,0,0.0618,2,1,2,1,0.252,0
ACC00318,963,15,4216.52,7,8,30747.85,28112.06,5,5,4,2,0.0119,1,0,0,1,0.3127,0
ACC00319,940,76,2996.39,29,47,88519.6,148957.37,19,33,3,0,0.054,1,0,0,1,0.2961,0
ACC00320,519,42,4049.31,19,23,102294.47,74986.53,10,16,2,2,0.0284,3,0,1,0,0.1475,0
ACC00321,613,83,4213.78,48,35,186109.69,104589.0,29,13,6,0,0.0593,1,0,2,0,0.2908,0
ACC00322,3699,24,2690.83,10,14,26773.08,27290.57,2,13,0,2,0.079,1,0,0,1,0.0716,0
ACC00323,2842,25,1626.73,9,16,18868.41,25447.18,7,10,1,1,0.01,3,0,1,0,0.0701,0
ACC00324,577,61,3377.47,26,35,75525.69,121363.52,6,16,2,3,0.1286,1,0,1,1,0.3045,0
ACC00325,379,429,15161.38,227,202,3381693.74,3756267.23,193,175,13,177,0.608,35,5,6,3,0.8339,1
ACC00326,51,263,14711.88,178,85,3082113.42,1280534.03,122,73,13,93,0.1716,21,8,4,5,0.9919,1
ACC00327,2799,23,4024.06,12,11,40441.41,41003.95,12,8,0,2,0.0846,4,0,1,1,0.1062,0
ACC00328,3352,52,4746.21,23,29,136658.96,135824.62,4,15,3,0,0.0941,4,0,1,2,0.3497,0
ACC00329,706,82,2243.21,51,31,121455.71,69939.47,23,10,4,2,0.027,1,0,0,0,0.1189,0
ACC00330,296,48,3780.53,27,21,95354.53,95059.61,11,13,1,3,0.1311,3,0,3,1,0.1863,0
ACC00331,360,24,4103.41,9,15,34107.34,76153.99,3,6,2,3,0.1004,2,0,2,1,0.2111,0
ACC00332,759,56,3409.09,21,35,93371.21,92734.23,12,18,0,2,0.0709,1,0,2,2,0.3456,0
ACC00333,1416,63,3993.84,34,29,129211.03,92310.7,10,20,2,2,0.1087,2,1,2,1,0.1503,0
ACC00334,211,603,11939.85,343,260,5112280.93,3160851.25,304,224,5,221,0.1114,22,6,10,5,0.5698,1
ACC00335,370,30,877.37,12,18,12551.81,17795.4,6,10,5,0,0.1129,2,0,3,2,0.4498,0
ACC00336,3313,33,1830.18,15,18,28837.49,28843.1,2,14,3,2,0.0502,2,0,1,0,0.1555,0
ACC00337,46,200,7544.36,129,71,1141241.1,514955.77,105,39,13,70,0.2451,30,6,6,6,0.9393,1
ACC00338,2226,21,1434.99,7,14,12131.89,14407.52,7,3,3,0,0.0125,0,0,2,0,0.0942,0
ACC00339,1377,73,1772.99,30,43,68094.72,84568.23,23,18,1,3,0.0304,1,0,0,0,0.5128,0
ACC00340,476,153,14305.53,122,31,1677771.42,553790.36,110,16,21,51,0.4004,30,9,7,8,0.8029,1
ACC00341,775,62,3631.62,29,33,86747.09,105595.23,16,22,2,2,0.1216,2,1,3,0,0.2878,0
ACC00342,115,104,22938.15,54,50,1322186.63,999684.77,28,37,14,42,0.3038,19,6,8,2,0.7213,1
ACC00343,210,28,2926.04,10,18,28345.55,58375.44,5,11,1,2,0.0987,2,0,3,1,0.0309,0
ACC00344,600,49,3818.17,27,22,90520.87,85958.02,9,12,2,3,0.0194,1,0,3,0,0.0938,0
ACC00345,83,138,12573.46,104,34,1175313.43,484035.91,92,14,1,60,0.4617,26,8,7,4,0.5184,1
ACC00346,573,114,6036.33,55,59,380683.72,359325.04,19,31,0,1,0.097,3,0,2,0,0.1448,0
ACC00347,64,335,7632.6,224,111,1742477.32,774534.12,204,95,15,122,0.1897,23,9,4,4,0.6413,1
ACC00348,2279,74,1706.7,41,33,60141.13,55850.0,25,9,0,1,0.0227,0,1,1,0,0.776,0
ACC00349,509,31,1972.44,17,14,31082.05,24545.64,11,13,0,0,0.0162,3,0,0,3,0.1516,0
ACC00350,613,71,2563.8,39,32,126132.58,75129.32,20,23,1,5,0.0135,0,1,3,2,0.1275,0
ACC00351,139,257,6365.43,174,83,1191426.4,492090.34,113,75,17,99,0.2274,25,9,10,3,0.8065,1
ACC00352,586,15,1246.04,5,10,7344.83,14429.03,2,6,1,2,0.15,2,0,2,0,0.2413,0
ACC00353,915,30,2218.55,18,12,35400.81,26818.34,3,8,1,4,0.0742,0,0,0,0,0.4114,0
ACC00354,917,31,948.95,18,13,19874.93,12165.16,10,7,0,2,0.0365,4,2,0,0,0.174,0
ACC00355,621,44,3629.8,17,27,64998.89,77962.71,15,9,1,3,0.0784,3,1,5,0,0.1102,0
ACC00356,1621,68,4752.49,28,40,102809.96,214474.88,15,12,0,1,0.0202,1,0,1,2,0.2878,0
ACC00357,764,52,2926.89,30,22,67814.78,78007.47,15,5,0,3,0.0645,1,1,0,1,0.3203,0
ACC00358,73,460,5776.03,254,206,1614703.07,1423415.24,204,186,11,174,0.2938,25,7,6,3,0.8249,1
ACC00359,376,28,4005.76,15,13,51497.42,54237.74,6,6,3,2,0.1044,1,0,2,0,0.4631,0
ACC00360,353,336,8089.95,268,68,2588512.99,537566.34,248,67,16,145,0.2611,25,9,5,3,0.7731,1
ACC00361,1352,50,3694.01,29,21,130018.66,63108.98,4,2,3,4,0.0291,2,1,1,0,0.5035,0
ACC00362,1984,24,2270.64,14,10,39181.2,16320.72,2,2,0,1,0.041,4,1,0,0,0.1092,0
ACC00363,89,108,14720.15,61,47,877150.63,712344.73,47,47,12,42,0.4624,16,6,5,5,0.8091,1
ACC00364,734,68,11559.29,33,35,324102.1,468958.62,17,26,3,1,0.0421,1,0,1,2,0.1728,0
ACC00365,62,346,14747.35,222,124,3380187.54,1707484.67,199,120,12,103,0.2579,19,6,3,5,0.9451,1
ACC00366,1795,101,1185.55,56,45,75158.15,39382.95,26,28,2,0,0.0032,3,0,1,0,0.0688,0
ACC00367,666,19,6315.9,7,12,41505.07,96577.81,3,2,3,2,0.0141,1,1,1,1,0.2839,0
ACC00368,194,294,20008.13,197,97,4703528.18,1979364.01,162,59,12,92,0.3384,22,5,5,4,0.9629,1
ACC00369,736,14,4844.91,7,7,26840.42,38053.01,2,6,0,3,0.0898,4,0,1,2,0.2701,0
ACC00370,469,42,4128.48,20,22,86838.72,81225.61,7,8,5,4,0.1443,2,0,4,1,0.2241,0
ACC00371,767,23,1010.49,13,10,17359.44,10935.37,5,4,0,1,0.1319,1,0,3,2,0.3608,0
ACC00372,838,23,1227.11,11,12,18151.5,15774.93,10,12,1,1,0.0383,1,1,3,1,0.3218,0
ACC00373,759,67,2399.18,37,30,118878.28,69213.87,20,11,3,1,0.0849,3,3,0,0,0.2866,0
ACC00374,2159,86,3066.31,47,39,108434.73,133131.32,14,17,3,2,0.0874,3,1,1,1,0.2661,0
ACC00375,752,22,2069.54,8,14,19775.97,37592.81,5,2,3,1,0.0082,0,0,1,1,0.1907,0
ACC00376,3717,24,960.4,9,15,10076.75,12505.35,8,8,3,2,0.1331,0,0,2,0,0.2877,0
ACC00377,48,529,22744.65,407,122,11481058.42,3099454.6,381,120,5,206,0.2323,22,4,7,5,0.9303,1
ACC00378,268,62,5622.1,39,23,205887.79,162907.63,21,15,3,2,0.054,0,0,0,1,0.3319,0
ACC00379,334,156,16708.54,82,74,1365489.21,1388513.63,82,65,17,61,0.3371,16,6,7,2,0.8222,1
ACC00380,1226,40,1448.23,25,15,41488.78,20646.35,15,10,3,1,0.0366,0,0,2,1,0.1401,0
ACC00381,1844,33,1389.39,14,19,16231.26,32921.54,12,4,3,3,0.0279,3,1,5,0,0.487,0
ACC00382,320,95,5801.65,61,34,448689.57,200331.19,33,15,0,2,0.0178,2,0,0,0,0.1569,0
ACC00383,470,22,2060.26,13,9,31214.91,23499.2,8,3,0,3,0.0193,0,0,1,1,0.246,0
ACC00384,1397,57,4045.11,34,23,155136.76,86265.45,10,16,1,2,0.0434,2,0,1,0,0.2298,0
ACC00385,201,218,41167.93,143,75,5381191.26,2959190.11,97,65,13,92,0.377,21,4,5,5,0.9875,1
ACC00386,748,32,3515.94,20,12,64611.81,50217.19,9,12,2,1,0.0306,0,0,2,2,0.3078,0
ACC00387,84,1180,8114.59,928,252,6493312.83,2052631.97,791,220,18,456,0.2959,12,6,5,6,0.902,1
ACC00388,4036,42,3505.03,25,17,98681.72,73530.45,11,9,3,4,0.0586,2,0,1,2,0.1725,0
ACC00389,367,36,3307.59,20,16,78257.29,44148.81,12,10,5,4,0.0783,2,0,1,1,0.4183,0
ACC00390,1765,67,2300.53,42,25,76862.83,44299.71,12,13,1,2,0.0649,2,3,0,0,0.4527,0
ACC00391,861,52,5200.72,27,25,130269.5,121358.28,18,19,2,1,0.0874,0,0,1,2,0.3205,0
ACC00392,148,191,42839.59,133,58,5596072.8,3094926.89,91,57,9,75,0.4474,30,3,3,2,0.8029,1
ACC00393,1409,230,1725.96,149,81,259951.4,146182.55,63,56,4,3,0.0367,2,0,0,1,0.1991,0
ACC00394,46,127,19657.3,64,63,1107625.7,1535021.35,64,63,12,44,0.4139,19,9,7,3,0.832,1
ACC00395,954,396,7642.38,243,153,2097227.47,1001303.04,229,136,14,171,0.2952,25,5,6,10,0.6602,1
ACC00396,447,54,2171.15,20,34,43180.12,85771.51,20,17,1,1,0.0331,3,2,2,1,0.3749,0
ACC00397,661,20,2086.78,8,12,19480.02,28940.21,6,2,0,2,0.0807,0,1,1,2,0.5739,0
ACC00398,258,179,15125.02,137,42,2225372.42,738062.6,101,42,16,71,0.5759,28,5,6,4,0.8838,1
ACC00399,383,30,4851.34,18,12,92059.4,45088.05,12,3,1,4,0.109,5,0,0,1,0.258,0
ACC00400,77,242,11560.93,170,72,2177564.23,931319.89,144,70,10,73,0.5427,21,3,4,6,0.7083,1
ACC00401,46,81,19145.73,54,27,979731.55,448417.62,54,27,15,33,0.4141,29,5,6,3,0.8866,1
ACC00402,58,150,5612.73,80,70,524114.76,473071.81,72,67,14,59,0.6508,32,3,6,5,0.6276,1
ACC00403,538,56,2006.57,35,21,70225.25,42034.89,15,21,1,6,0.0833,1,0,1,1,0.2807,0
ACC00404,115,83,34934.83,60,23,2444084.83,920847.07,60,23,22,36,0.2982,22,8,8,3,0.747,1
ACC00405,1394,47,2041.29,22,25,48217.44,40424.48,4,16,2,0,0.0094,0,1,1,0,0.342,0
ACC00406,983,43,1002.62,26,17,32369.13,12714.86,13,2,0,3,0.028,1,1,4,0,0.1097,0
ACC00407,79,170,30134.51,93,77,3183750.05,2000166.43,71,77,14,51,0.2635,24,2,8,6,0.7291,1
ACC00408,598,35,3469.96,20,15,55787.44,39018.31,19,13,0,3,0.0358,2,0,1,0,0.3152,0
ACC00409,87,139,7513.35,76,63,688046.85,411631.95,74,54,18,60,0.4718,22,9,4,7,0.8354,1
ACC00410,886,13,682.68,7,6,5769.04,3874.34,2,2,2,0,0.0413,0,0,1,0,0.5345,0
ACC00411,1332,60,1149.1,24,36,26896.24,42520.99,10,21,1,2,0.0134,0,1,1,0,0.2741,0
ACC00412,546,71,4558.93,30,41,129762.61,237306.61,8,18,2,2,0.0751,1,1,0,1,0.0793,0
ACC00413,1670,36,1854.75,20,16,34591.03,22091.06,10,5,2,3,0.0786,2,0,3,1,0.1493,0
ACC00414,133,256,16233.23,203,53,4051131.85,1034281.07,171,46,14,91,0.3956,25,6,1,3,0.9209,1
ACC00415,110,143,3658.98,85,58,317286.84,264399.81,79,58,18,52,0.3694,28,6,3,2,0.8941,1
ACC00416,1315,88,2114.99,44,44,70756.99,67791.08,20,20,4,5,0.0665,2,0,2,2,0.1244,0
ACC00417,116,252,5006.2,128,124,706409.75,533940.82,103,124,19,99,0.3496,25,6,4,4,0.7236,1
ACC00418,334,45,3647.72,26,19,85811.27,59111.45,8,10,2,2,0.0229,1,1,0,0,0.2911,0
ACC00419,4098,46,2853.91,28,18,106052.93,52275.38,13,8,4,7,0.1002,1,0,1,0,0.2875,0
ACC00420,145,217,5147.26,121,96,541406.61,607026.85,113,82,14,71,0.375,27,9,6,5,0.9923,1
ACC00421,1098,31,2036.76,11,20,23778.28,40138.19,9,13,3,2,0.0725,2,0,1,0,0.1758,0
ACC00422,51,285,12174.36,150,135,2235097.27,2002919.55,134,128,19,94,0.5434,19,7,6,3,0.911,1
ACC00423,1196,56,4118.22,31,25,111428.89,101968.19,12,17,1,3,0.0702,0,2,2,1,0.2467,0
ACC00424,274,176,20637.04,96,80,2287333.62,1754741.1,80,80,11,77,0.4074,23,7,2,7,0.8946,1
ACC00425,1052,34,1611.75,19,15,22998.97,28428.9,2,6,3,3,0.0562,2,1,0,1,0.1243,0
ACC00426,388,18,1987.18,7,11,14024.6,16114.53,3,11,3,4,0.0283,3,0,2,0,0.3653,0
ACC00427,18,391,42117.05,253,138,11384424.42,5729282.29,227,122,17,149,0.5778,19,2,1,3,0.7657,1
ACC00428,1939,105,9595.26,59,46,760362.29,454821.95,25,16,1,0,0.0058,0,0,0,2,0.2469,0
ACC00429,18,314,18304.25,169,145,3668673.06,3057369.38,132,145,12,125,0.6503,23,7,7,4,0.6833,1
ACC00430,812,101,2731.44,39,62,83174.35,168925.9,19,35,2,3,0.029,1,1,0,1,0.2744,0
ACC00431,1124,54,2073.58,22,32,56829.41,85495.51,6,9,2,2,0.0924,1,1,0,1,0.3403,0
ACC00432,1163,40,1409.52,16,24,27957.23,38483.69,3,16,0,1,0.065,0,0,0,1,0.4959,0
ACC00433,1695,46,6876.99,22,24,160479.88,157126.78,4,2,1,4,0.0518,0,0,1,0,0.317,0
ACC00434,697,73,2127.27,29,44,59892.62,82674.89,15,20,3,2,0.0563,1,0,1,0,0.2753,0
ACC00435,605,100,513.7,62,38,26156.19,24814.03,24,31,2,1,0.1384,0,0,1,2,0.1152,0
ACC00436,56,134,63638.73,100,34,6187141.49,2201724.18,67,34,8,58,0.2565,26,7,6,1,0.6744,1
ACC00437,32,378,28674.99,289,89,9904904.77,2259398.98,255,67,8,147,0.3548,20,9,2,6,0.6005,1
ACC00438,1005,23,2526.49,12,11,27932.7,24601.44,5,2,5,0,0.0163,4,1,0,0,0.1288,0
ACC00439,993,21,2510.07,13,8,36644.52,15724.32,2,8,2,1,0.0624,1,1,1,2,0.115,0
ACC00440,629,29,3735.48,12,17,38381.68,71764.17,3,14,4,2,0.0504,0,0,1,0,0.0623,0
ACC00441,2546,50,1312.85,27,23,44966.48,32442.31,13,15,0,6,0.0465,0,0,0,0,0.3303,0
ACC00442,1874,40,2076.43,20,20,46957.3,38060.58,13,11,0,0,0.0621,3,0,1,0,0.2274,0
ACC00443,1073,55,3717.99,29,26,131870.93,94551.54,17,22,2,3,0.0154,2,0,1,0,0.0906,0
ACC00444,359,55,4271.04,34,21,184734.31,100513.42,16,14,3,3,0.062,1,0,0,2,0.2116,0
ACC00445,844,65,1544.31,31,34,53578.6,49289.83,13,22,2,2,0.0801,0,1,1,0,0.277,0
ACC00446,939,49,1271.62,21,28,27548.95,34168.93,3,21,3,1,0.0421,5,1,3,0,0.5699,0
ACC00447,622,42,3180.09,25,17,80825.87,45107.36,8,14,0,2,0.0452,0,0,0,2,0.2656,0
ACC00448,304,336,13352.86,223,113,2638458.83,1452963.77,196,99,16,132,0.3406,27,7,9,4,0.78,1
ACC00449,1732,36,4139.12,17,19,62698.9,84726.26,2,10,1,2,0.0315,0,0,3,1,0.2373,0
ACC00450,958,33,742.94,14,19,9637.9,16077.78,3,13,4,1,0.0983,3,0,1,0,0.5002,0
ACC00451,894,47,1546.02,27,20,46865.2,29759.39,17,11,1,3,0.0341,1,0,0,1,0.4109,0
ACC00452,102,295,13729.23,184,111,2781410.69,1449280.95,144,111,20,103,0.1392,28,3,0,1,0.8168,1
ACC00453,411,84,1967.84,49,35,89166.39,61129.26,21,10,2,3,0.0208,1,0,1,1,0.1152,0
ACC00454,787,84,1431.65,43,41,76029.5,56406.05,21,10,3,2,0.0716,2,1,1,1,0.1641,0
ACC00455,1912,62,1594.42,22,40,41926.92,63764.76,8,21,2,1,0.0484,1,0,2,0,0.3304,0
ACC00456,147,108,13293.98,76,32,928151.39,446022.41,36,32,11,32,0.3425,21,1,9,5,0.8319,1
ACC00457,247,189,4390.09,132,57,681916.2,310656.2,130,41,11,65,0.3345,19,1,3,6,0.9064,1
ACC00458,58,425,11985.85,241,184,3246608.26,2183737.14,198,184,19,161,0.2993,25,9,2,3,0.7411,1
ACC00459,127,293,7331.8,223,70,1830486.24,577254.37,199,70,17,123,0.173,24,7,10,2,0.5649,1
ACC00460,1902,20,1262.51,10,10,10981.51,9328.5,2,2,1,3,0.0805,0,0,0,1,0.1532,0
ACC00461,944,38,4114.93,14,24,74788.65,112529.43,11,15,1,2,0.0741,0,1,1,2,0.1514,0
ACC00462,1844,28,2453.42,10,18,21395.51,46021.55,8,12,3,6,0.0554,0,0,0,0,0.2257,0
ACC00463,542,35,1903.97,19,16,29864.34,38081.31,8,5,1,0,0.0355,2,0,1,1,0.171,0
ACC00464,2008,21,9377.02,12,9,86709.82,72350.06,2,2,5,0,0.0179,0,0,1,1,0.5665,0
ACC00465,630,29,2830.14,12,17,45177.77,57070.97,5,11,1,2,0.025,3,0,1,0,0.8171,0
ACC00466,1408,30,1577.53,11,19,21782.65,28004.6,11,16,2,1,0.0596,1,0,4,1,0.1158,0
ACC00467,728,92,2324.28,38,54,105167.52,118456.53,11,27,0,3,0.0194,1,0,0,0,0.2142,0
ACC00468,1912,26,2557.94,16,10,52193.63,19812.13,12,7,2,2,0.0761,4,0,1,0,0.1672,0
ACC00469,738,69,368.05,32,37,14205.08,14907.64,10,24,5,1,0.0321,1,0,1,0,0.5709,0
ACC00470,1037,39,2243.29,13,26,27988.01,73263.41,7,2,1,3,0.0703,1,0,1,0,0.5839,0
ACC00471,159,232,10538.07,174,58,1986974.19,637462.18,138,58,18,91,0.524,22,4,4,4,0.8914,1
ACC00472,1449,51,771.13,28,23,19673.6,22211.7,10,3,2,1,0.0146,4,0,1,0,0.1607,0
ACC00473,957,77,5744.19,44,33,269159.72,154340.75,24,24,2,3,0.0203,0,0,2,0,0.2431,0
ACC00474,369,111,4666.43,47,64,178380.73,237221.19,22,32,3,2,0.0223,0,0,1,0,0.0913,0
ACC00475,39,204,14065.79,109,95,1865944.71,1494975.75,86,89,12,87,0.4068,32,4,1,3,0.7917,1
ACC00476,69,322,30190.04,241,81,8990488.84,2522320.06,212,81,8,121,0.5852,22,3,4,4,0.9109,1
ACC00477,866,40,9542.3,24,16,174138.03,192950.61,17,4,4,3,0.0767,1,0,3,0,0.4909,0
ACC00478,510,63,2192.93,35,28,63593.24,46278.84,11,14,2,2,0.0294,2,0,1,0,0.1514,0
ACC00479,46,429,18151.89,307,122,5576352.25,2623411.34,281,122,17,153,0.3139,18,7,5,2,0.9509,1
